Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
WebApp - datadriven,Chrome 72.0.3626.121,,2019-03-13 17:28:49,2019-03-13 17:30:02,1m - 13.099s,PASSED
,,,,,,
Test Cases/WebApp/Create a new issue - parameterize - datadriven,Chrome 72.0.3626.121,"Summary: This is the 1st issue
Description: Should be handled asap",2019-03-13 17:28:49,2019-03-13 17:29:26,37.079s,PASSED
"openBrowser("""")",Chrome 72.0.3626.121,,2019-03-13 17:28:50,2019-03-13 17:28:52,2.195s,PASSED
maximizeWindow(),Chrome 72.0.3626.121,,2019-03-13 17:28:52,2019-03-13 17:28:53,0.596s,PASSED
"navigateToUrl(""https://id.atlassian.com/login?continue=https%3A%2F%2Fkatalon.atlassian.net%2Flogin%3FredirectCount%3D1"")",Chrome 72.0.3626.121,,2019-03-13 17:28:53,2019-03-13 17:28:56,3.022s,PASSED
"setText(findTestObject(""Object Repository/WebApp/Page_Log in to continue - Log in with Atlassian account/input_Email_username""), username)",Chrome 72.0.3626.121,,2019-03-13 17:28:56,2019-03-13 17:28:56,0.415s,PASSED
"click(findTestObject(""Object Repository/WebApp/Page_Log in to continue - Log in with Atlassian account/span_Continue""))",Chrome 72.0.3626.121,,2019-03-13 17:28:56,2019-03-13 17:28:56,0.165s,PASSED
"setText(findTestObject(""Object Repository/WebApp/Page_Log in to continue - Log in with Atlassian account/input_Email_username""), username)",Chrome 72.0.3626.121,,2019-03-13 17:28:56,2019-03-13 17:28:58,2.359s,PASSED
"click(findTestObject(""Object Repository/WebApp/Page_Sign in to your account/input_Sign in_idSIButton9""))",Chrome 72.0.3626.121,,2019-03-13 17:28:58,2019-03-13 17:28:59,0.079s,PASSED
"setEncryptedText(findTestObject(""Object Repository/WebApp/Page_Sign in to your account/input_Enter password_passwd""), encrypted_password)",Chrome 72.0.3626.121,,2019-03-13 17:28:59,2019-03-13 17:28:59,0.195s,PASSED
"click(findTestObject(""Object Repository/WebApp/Page_Sign in to your account/input_Forgot my password_idSIButton9""))",Chrome 72.0.3626.121,,2019-03-13 17:28:59,2019-03-13 17:29:00,1.261s,PASSED
