Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
WebApp,Firefox 65.0,,2019-03-12 17:59:21,2019-03-12 18:02:57,3m - 35.773s,FAILED
,,,,,,
Test Cases/WebApp/Create a new issue - call test cases,Firefox 65.0,,2019-03-12 17:59:21,2019-03-12 18:00:17,55.150s,PASSED
"callTestCase(findTestCase(""WebApp/Login""), [:], STOP_ON_FAILURE)",Firefox 65.0,,2019-03-12 17:59:22,2019-03-12 17:59:52,30.031s,PASSED
"callTestCase(findTestCase(""WebApp/Create a new issue after login""), [""issue_sum"":""This is my issue"", ""issue_desc"":""It needs to be fixed asap""], STOP_ON_FAILURE)",Firefox 65.0,,2019-03-12 17:59:52,2019-03-12 18:00:17,24.716s,PASSED
,,,,,,
Test Cases/WebApp/Create a new issue - parameterize,Firefox 65.0,"Summary: This is the 1st issue
Description: Should be handled asap",2019-03-12 18:00:17,2019-03-12 18:00:43,26.321s,FAILED
"openBrowser("""")",Firefox 65.0,,2019-03-12 18:00:17,2019-03-12 18:00:20,2.955s,PASSED
"navigateToUrl(""https://id.atlassian.com/login?continue=https%3A%2F%2Fkatalon.atlassian.net%2Flogin%3FredirectCount%3D1"")",Firefox 65.0,,2019-03-12 18:00:20,2019-03-12 18:00:25,4.918s,PASSED
"setText(findTestObject(""Object Repository/WebApp/Page_Log in to continue - Log in with Atlassian account/input_Email_username""), username)",Firefox 65.0,,2019-03-12 18:00:25,2019-03-12 18:00:25,0.171s,PASSED
"click(findTestObject(""Object Repository/WebApp/Page_Log in to continue - Log in with Atlassian account/span_Continue""))",Firefox 65.0,,2019-03-12 18:00:25,2019-03-12 18:00:25,0.331s,PASSED
"setText(findTestObject(""Object Repository/WebApp/Page_Log in to continue - Log in with Atlassian account/input_Email_username""), username)",Firefox 65.0,,2019-03-12 18:00:25,2019-03-12 18:00:30,4.820s,PASSED
"click(findTestObject(""Object Repository/WebApp/Page_Sign in to your account/input_Sign in_idSIButton9""))",Firefox 65.0,,2019-03-12 18:00:30,2019-03-12 18:00:30,0.248s,PASSED
"setEncryptedText(findTestObject(""Object Repository/WebApp/Page_Sign in to your account/input_Enter password_passwd""), encrypted_password)",Firefox 65.0,,2019-03-12 18:00:30,2019-03-12 18:00:30,0.043s,PASSED
"click(findTestObject(""Object Repository/WebApp/Page_Sign in to your account/input_Forgot my password_idSIButton9""))",Firefox 65.0,,2019-03-12 18:00:30,2019-03-12 18:00:32,1.690s,PASSED
"click(findTestObject(""Object Repository/WebApp/Page_Sign in to your account/input_concat(Don  t show this again)_idSIButton9""))",Firefox 65.0,,2019-03-12 18:00:32,2019-03-12 18:00:36,3.687s,PASSED
"scrollToElement(findTestObject(""Object Repository/WebApp/Page_System dashboard - Jira/h1_System dashboard""), 0)",Firefox 65.0,,2019-03-12 18:00:36,2019-03-12 18:00:42,6.406s,PASSED
"verifyElementText(findTestObject(""Object Repository/WebApp/Page_System dashboard - Jira/h1_System dashboard""), homepage_title)",Firefox 65.0,,2019-03-12 18:00:42,2019-03-12 18:00:43,0.869s,FAILED
,,,,,,
Test Cases/WebApp/Create a new issue - recording,Firefox 65.0,"Summary: This is the 1st issue
Description: Should be handled asap",2019-03-12 18:00:43,2019-03-12 18:01:23,40.078s,PASSED
"openBrowser("""")",Firefox 65.0,,2019-03-12 18:00:43,2019-03-12 18:00:46,2.944s,PASSED
"navigateToUrl(""https://id.atlassian.com/login?continue=https%3A%2F%2Fkatalon.atlassian.net%2Flogin%3FredirectCount%3D1"")",Firefox 65.0,,2019-03-12 18:00:46,2019-03-12 18:00:49,3.319s,PASSED
"setText(findTestObject(""Object Repository/WebApp/Page_Log in to continue - Log in with Atlassian account/input_Email_username""), ""demo@katalon.com"")",Firefox 65.0,,2019-03-12 18:00:49,2019-03-12 18:00:50,0.149s,PASSED
"click(findTestObject(""Object Repository/WebApp/Page_Log in to continue - Log in with Atlassian account/span_Continue""))",Firefox 65.0,,2019-03-12 18:00:50,2019-03-12 18:00:54,4.133s,PASSED
"setText(findTestObject(""Object Repository/WebApp/Page_Log in to continue - Log in with Atlassian account/input_Email_username""), ""demo@katalon.com"")",Firefox 65.0,,2019-03-12 18:00:54,2019-03-12 18:00:54,0.114s,PASSED
"click(findTestObject(""Object Repository/WebApp/Page_Sign in to your account/input_Sign in_idSIButton9""))",Firefox 65.0,,2019-03-12 18:00:54,2019-03-12 18:00:54,0.269s,PASSED
"setEncryptedText(findTestObject(""Object Repository/WebApp/Page_Sign in to your account/input_Enter password_passwd""), ""KLAk0b2rAgvA1EV7zgpKiS/uV+5nc48Y"")",Firefox 65.0,,2019-03-12 18:00:54,2019-03-12 18:00:54,0.071s,PASSED
"click(findTestObject(""Object Repository/WebApp/Page_Sign in to your account/input_Forgot my password_idSIButton9""))",Firefox 65.0,,2019-03-12 18:00:54,2019-03-12 18:00:55,1.232s,PASSED
"click(findTestObject(""Object Repository/WebApp/Page_Sign in to your account/input_concat(Don  t show this again)_idSIButton9""))",Firefox 65.0,,2019-03-12 18:00:55,2019-03-12 18:01:10,14.364s,PASSED
"scrollToElement(findTestObject(""Object Repository/WebApp/Page_System dashboard - Jira/h1_System dashboard""), 0)",Firefox 65.0,,2019-03-12 18:01:10,2019-03-12 18:01:10,0.026s,PASSED
"verifyElementText(findTestObject(""Object Repository/WebApp/Page_System dashboard - Jira/h1_System dashboard""), ""System dashboard"")",Firefox 65.0,,2019-03-12 18:01:10,2019-03-12 18:01:10,0.033s,PASSED
"click(findTestObject(""Object Repository/WebApp/Page_System dashboard - Jira/button_Dashboards_createGlobalItem""))",Firefox 65.0,,2019-03-12 18:01:10,2019-03-12 18:01:10,0.290s,PASSED
"setText(findTestObject(""Object Repository/WebApp/Page_Create issue - Jira/input_Required_summary""), ""This is my issue"")",Firefox 65.0,,2019-03-12 18:01:10,2019-03-12 18:01:12,1.770s,PASSED
"setText(findTestObject(""Object Repository/WebApp/Page_Create issue - Jira/textarea_Lock  Unlock_description""), ""It needs to be fixed asap"")",Firefox 65.0,,2019-03-12 18:01:12,2019-03-12 18:01:12,0.097s,PASSED
"click(findTestObject(""Object Repository/WebApp/Page_Create issue - Jira/input_Create another_Edit""))",Firefox 65.0,,2019-03-12 18:01:12,2019-03-12 18:01:12,0.310s,PASSED
"click(findTestObject(""Object Repository/WebApp/Page_System dashboard - Jira/a_PAR-5 - This is my issue""))",Firefox 65.0,,2019-03-12 18:01:12,2019-03-12 18:01:22,10.018s,PASSED
"verifyElementText(findTestObject(""Object Repository/WebApp/Page_PAR-5 This is my issue - Jira/h1_This is my issue""), ""This is my issue"")",Firefox 65.0,,2019-03-12 18:01:22,2019-03-12 18:01:22,0.029s,PASSED
"verifyElementText(findTestObject(""Object Repository/WebApp/Page_PAR-5 This is my issue - Jira/p_It needs to be fixed asap""), ""It needs to be fixed asap"")",Firefox 65.0,,2019-03-12 18:01:22,2019-03-12 18:01:22,0.025s,PASSED
closeBrowser(),Firefox 65.0,,2019-03-12 18:01:22,2019-03-12 18:01:23,0.590s,PASSED
,,,,,,
Test Cases/WebApp/PAR-1,Firefox 65.0,"Summary: This is the 1st issue
Description: Should be handled asap",2019-03-12 18:01:23,2019-03-12 18:02:10,46.704s,PASSED
"openBrowser("""")",Firefox 65.0,,2019-03-12 18:01:23,2019-03-12 18:01:26,2.975s,PASSED
"navigateToUrl(""https://id.atlassian.com/login?continue=https%3A%2F%2Fkatalon.atlassian.net%2Flogin%3FredirectCount%3D1"")",Firefox 65.0,,2019-03-12 18:01:26,2019-03-12 18:01:32,5.849s,PASSED
"setText(findTestObject(""Object Repository/WebApp/Page_Log in to continue - Log in with Atlassian account/input_Email_username""), ""demo@katalon.com"")",Firefox 65.0,,2019-03-12 18:01:32,2019-03-12 18:01:32,0.165s,PASSED
"click(findTestObject(""Object Repository/WebApp/Page_Log in to continue - Log in with Atlassian account/span_Continue""))",Firefox 65.0,,2019-03-12 18:01:32,2019-03-12 18:01:33,0.378s,PASSED
"setText(findTestObject(""Object Repository/WebApp/Page_Log in to continue - Log in with Atlassian account/input_Email_username""), ""demo@katalon.com"")",Firefox 65.0,,2019-03-12 18:01:33,2019-03-12 18:01:37,4.333s,PASSED
"click(findTestObject(""Object Repository/WebApp/Page_Sign in to your account/input_Sign in_idSIButton9""))",Firefox 65.0,,2019-03-12 18:01:37,2019-03-12 18:01:37,0.266s,PASSED
"setEncryptedText(findTestObject(""Object Repository/WebApp/Page_Sign in to your account/input_Enter password_passwd""), ""KLAk0b2rAgvA1EV7zgpKiS/uV+5nc48Y"")",Firefox 65.0,,2019-03-12 18:01:37,2019-03-12 18:01:37,0.104s,PASSED
"click(findTestObject(""Object Repository/WebApp/Page_Sign in to your account/input_Forgot my password_idSIButton9""))",Firefox 65.0,,2019-03-12 18:01:37,2019-03-12 18:01:39,1.656s,PASSED
"click(findTestObject(""Object Repository/WebApp/Page_Sign in to your account/input_concat(Don  t show this again)_idSIButton9""))",Firefox 65.0,,2019-03-12 18:01:39,2019-03-12 18:01:42,3.320s,PASSED
"scrollToElement(findTestObject(""Object Repository/WebApp/Page_System dashboard - Jira/h1_System dashboard""), 0)",Firefox 65.0,,2019-03-12 18:01:42,2019-03-12 18:01:50,7.755s,PASSED
"verifyElementText(findTestObject(""Object Repository/WebApp/Page_System dashboard - Jira/h1_System dashboard""), ""System dashboard"")",Firefox 65.0,,2019-03-12 18:01:50,2019-03-12 18:01:52,1.820s,PASSED
"click(findTestObject(""Object Repository/WebApp/Page_System dashboard - Jira/button_Dashboards_createGlobalItem""))",Firefox 65.0,,2019-03-12 18:01:52,2019-03-12 18:01:53,1.413s,PASSED
"setText(findTestObject(""Object Repository/WebApp/Page_Create issue - Jira/input_Required_summary""), ""This is my issue"")",Firefox 65.0,,2019-03-12 18:01:53,2019-03-12 18:01:56,2.751s,PASSED
"setText(findTestObject(""Object Repository/WebApp/Page_Create issue - Jira/textarea_Lock  Unlock_description""), ""It needs to be fixed asap"")",Firefox 65.0,,2019-03-12 18:01:56,2019-03-12 18:01:56,0.132s,PASSED
"click(findTestObject(""Object Repository/WebApp/Page_Create issue - Jira/input_Create another_Edit""))",Firefox 65.0,,2019-03-12 18:01:56,2019-03-12 18:01:56,0.313s,PASSED
"click(findTestObject(""Object Repository/WebApp/Page_System dashboard - Jira/a_PAR-5 - This is my issue""))",Firefox 65.0,,2019-03-12 18:01:56,2019-03-12 18:02:09,12.492s,PASSED
"verifyElementText(findTestObject(""Object Repository/WebApp/Page_PAR-5 This is my issue - Jira/h1_This is my issue""), ""This is my issue"")",Firefox 65.0,,2019-03-12 18:02:09,2019-03-12 18:02:09,0.044s,PASSED
"verifyElementText(findTestObject(""Object Repository/WebApp/Page_PAR-5 This is my issue - Jira/p_It needs to be fixed asap""), ""It needs to be fixed asap"")",Firefox 65.0,,2019-03-12 18:02:09,2019-03-12 18:02:09,0.023s,PASSED
closeBrowser(),Firefox 65.0,,2019-03-12 18:02:09,2019-03-12 18:02:10,0.756s,PASSED
,,,,,,
Test Cases/WebApp/PAR-2,Firefox 65.0,"Summary: Login
Description: Scenario: Logging in with valid credentials
 Given I am at the Account/Login page
  When I fill the account email textbox with value 'myname@mymail.com'
   And I fill the password textbox with value 'mypassword'
   And I click the login button
  Then I should be at the home page",2019-03-12 18:02:10,2019-03-12 18:02:57,47.078s,PASSED
"callTestCase(findTestCase(""WebApp/Login""), [:], STOP_ON_FAILURE)",Firefox 65.0,,2019-03-12 18:02:10,2019-03-12 18:02:35,24.762s,PASSED
