Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
WebApp - datadriven,Chrome 72.0.3626.121,,2019-03-13 15:29:29,2019-03-13 15:30:49,1m - 19.459s,PASSED
,,,,,,
Test Cases/WebApp/Create a new issue - parameterize - datadriven,Chrome 72.0.3626.121,"Summary: This is the 1st issue
Description: Should be handled asap",2019-03-13 15:29:30,2019-03-13 15:30:09,39.666s,PASSED
"openBrowser("""")",Chrome 72.0.3626.121,,2019-03-13 15:29:30,2019-03-13 15:29:32,2.180s,PASSED
maximizeWindow(),Chrome 72.0.3626.121,,2019-03-13 15:29:32,2019-03-13 15:29:33,0.588s,PASSED
"navigateToUrl(""https://id.atlassian.com/login?continue=https%3A%2F%2Fkatalon.atlassian.net%2Flogin%3FredirectCount%3D1"")",Chrome 72.0.3626.121,,2019-03-13 15:29:33,2019-03-13 15:29:36,3.634s,PASSED
"setText(findTestObject(""Object Repository/WebApp/Page_Log in to continue - Log in with Atlassian account/input_Email_username""), username)",Chrome 72.0.3626.121,,2019-03-13 15:29:36,2019-03-13 15:29:37,0.421s,PASSED
"click(findTestObject(""Object Repository/WebApp/Page_Log in to continue - Log in with Atlassian account/span_Continue""))",Chrome 72.0.3626.121,,2019-03-13 15:29:37,2019-03-13 15:29:37,0.256s,PASSED
"setText(findTestObject(""Object Repository/WebApp/Page_Log in to continue - Log in with Atlassian account/input_Email_username""), username)",Chrome 72.0.3626.121,,2019-03-13 15:29:37,2019-03-13 15:29:41,3.472s,PASSED
"click(findTestObject(""Object Repository/WebApp/Page_Sign in to your account/input_Sign in_idSIButton9""))",Chrome 72.0.3626.121,,2019-03-13 15:29:41,2019-03-13 15:29:41,0.139s,PASSED
"setEncryptedText(findTestObject(""Object Repository/WebApp/Page_Sign in to your account/input_Enter password_passwd""), encrypted_password)",Chrome 72.0.3626.121,,2019-03-13 15:29:41,2019-03-13 15:29:41,0.295s,PASSED
"click(findTestObject(""Object Repository/WebApp/Page_Sign in to your account/input_Forgot my password_idSIButton9""))",Chrome 72.0.3626.121,,2019-03-13 15:29:41,2019-03-13 15:29:42,1.203s,PASSED
"click(findTestObject(""Object Repository/WebApp/Page_Sign in to your account/input_concat(Don  t show this again)_idSIButton9""))",Chrome 72.0.3626.121,,2019-03-13 15:29:42,2019-03-13 15:29:46,3.402s,PASSED
"scrollToElement(findTestObject(""Object Repository/WebApp/Page_System dashboard - Jira/h1_System dashboard""), 0)",Chrome 72.0.3626.121,,2019-03-13 15:29:46,2019-03-13 15:29:55,9.607s,PASSED
"verifyElementText(findTestObject(""Object Repository/WebApp/Page_System dashboard - Jira/h1_System dashboard""), homepage_title)",Chrome 72.0.3626.121,,2019-03-13 15:29:55,2019-03-13 15:29:55,0.053s,PASSED
delay(3),Chrome 72.0.3626.121,,2019-03-13 15:29:55,2019-03-13 15:29:58,3.045s,PASSED
"waitForElementClickable(findTestObject(""Object Repository/WebApp/Page_System dashboard - Jira/button_Dashboards_createGlobalItem""), 0)",Chrome 72.0.3626.121,,2019-03-13 15:29:58,2019-03-13 15:29:58,0.119s,PASSED
"click(findTestObject(""Object Repository/WebApp/Page_System dashboard - Jira/button_Dashboards_createGlobalItem""))",Chrome 72.0.3626.121,,2019-03-13 15:29:58,2019-03-13 15:29:59,0.301s,PASSED
"setText(findTestObject(""Object Repository/WebApp/Page_Create issue - Jira/input_Required_summary""), issue_sum)",Chrome 72.0.3626.121,,2019-03-13 15:29:59,2019-03-13 15:30:01,2.707s,PASSED
"setText(findTestObject(""Object Repository/WebApp/Page_Create issue - Jira/textarea_Lock  Unlock_description""), issue_desc)",Chrome 72.0.3626.121,,2019-03-13 15:30:01,2019-03-13 15:30:02,0.842s,PASSED
"click(findTestObject(""Object Repository/WebApp/Page_Create issue - Jira/input_Create another_Edit""))",Chrome 72.0.3626.121,,2019-03-13 15:30:02,2019-03-13 15:30:02,0.131s,PASSED
"click(findTestObject(""Object Repository/WebApp/Page_System dashboard - Jira/a_PAR-5 - This is my issue""))",Chrome 72.0.3626.121,,2019-03-13 15:30:02,2019-03-13 15:30:09,6.446s,PASSED
