Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
WebApp - datadriven,Chrome 72.0.3626.121,,2019-03-13 15:23:06,2019-03-13 15:24:01,55.162s,FAILED
,,,,,,
Test Cases/WebApp/Create a new issue - parameterize - datadriven,Chrome 72.0.3626.121,"Summary: This is the 1st issue
Description: Should be handled asap",2019-03-13 15:23:07,2019-03-13 15:23:34,27.218s,FAILED
"openBrowser("""")",Chrome 72.0.3626.121,,2019-03-13 15:23:07,2019-03-13 15:23:09,2.085s,PASSED
maximizeWindow(),Chrome 72.0.3626.121,,2019-03-13 15:23:09,2019-03-13 15:23:10,0.574s,PASSED
"navigateToUrl(""https://id.atlassian.com/login?continue=https%3A%2F%2Fkatalon.atlassian.net%2Flogin%3FredirectCount%3D1"")",Chrome 72.0.3626.121,,2019-03-13 15:23:10,2019-03-13 15:23:13,3.407s,PASSED
"setText(findTestObject(""Object Repository/WebApp/Page_Log in to continue - Log in with Atlassian account/input_Email_username""), username)",Chrome 72.0.3626.121,,2019-03-13 15:23:13,2019-03-13 15:23:14,0.593s,PASSED
"click(findTestObject(""Object Repository/WebApp/Page_Log in to continue - Log in with Atlassian account/span_Continue""))",Chrome 72.0.3626.121,,2019-03-13 15:23:14,2019-03-13 15:23:14,0.229s,PASSED
"setText(findTestObject(""Object Repository/WebApp/Page_Log in to continue - Log in with Atlassian account/input_Email_username""), username)",Chrome 72.0.3626.121,,2019-03-13 15:23:14,2019-03-13 15:23:17,3.248s,PASSED
"click(findTestObject(""Object Repository/WebApp/Page_Sign in to your account/input_Sign in_idSIButton9""))",Chrome 72.0.3626.121,,2019-03-13 15:23:17,2019-03-13 15:23:17,0.112s,PASSED
"setEncryptedText(findTestObject(""Object Repository/WebApp/Page_Sign in to your account/input_Enter password_passwd""), encrypted_password)",Chrome 72.0.3626.121,,2019-03-13 15:23:17,2019-03-13 15:23:17,0.277s,PASSED
"click(findTestObject(""Object Repository/WebApp/Page_Sign in to your account/input_Forgot my password_idSIButton9""))",Chrome 72.0.3626.121,,2019-03-13 15:23:17,2019-03-13 15:23:19,1.094s,PASSED
"click(findTestObject(""Object Repository/WebApp/Page_Sign in to your account/input_concat(Don  t show this again)_idSIButton9""))",Chrome 72.0.3626.121,,2019-03-13 15:23:19,2019-03-13 15:23:22,3.634s,PASSED
"scrollToElement(findTestObject(""Object Repository/WebApp/Page_System dashboard - Jira/h1_System dashboard""), 0)",Chrome 72.0.3626.121,,2019-03-13 15:23:22,2019-03-13 15:23:30,7.746s,PASSED
"verifyElementText(findTestObject(""Object Repository/WebApp/Page_System dashboard - Jira/h1_System dashboard""), homepage_title)",Chrome 72.0.3626.121,,2019-03-13 15:23:30,2019-03-13 15:23:30,0.072s,PASSED
delay(3),Chrome 72.0.3626.121,,2019-03-13 15:23:30,2019-03-13 15:23:33,3.014s,PASSED
"waitForElementClickable(findTestObject(""Object Repository/WebApp/Page_System dashboard - Jira/button_Dashboards_createGlobalItem""), 0)",Chrome 72.0.3626.121,,2019-03-13 15:23:33,2019-03-13 15:23:33,0.050s,PASSED
"click(findTestObject(""Object Repository/WebApp/Page_System dashboard - Jira/button_Dashboards_createGlobalItem""))",Chrome 72.0.3626.121,,2019-03-13 15:23:33,2019-03-13 15:23:34,0.704s,FAILED
,,,,,,
Test Cases/WebApp/Create a new issue - parameterize - datadriven,Chrome 72.0.3626.121,"Summary: This is the 1st issue
Description: Should be handled asap",2019-03-13 15:23:34,2019-03-13 15:24:01,27.445s,FAILED
"openBrowser("""")",Chrome 72.0.3626.121,,2019-03-13 15:23:34,2019-03-13 15:23:35,1.287s,PASSED
maximizeWindow(),Chrome 72.0.3626.121,,2019-03-13 15:23:35,2019-03-13 15:23:35,0.223s,PASSED
"navigateToUrl(""https://id.atlassian.com/login?continue=https%3A%2F%2Fkatalon.atlassian.net%2Flogin%3FredirectCount%3D1"")",Chrome 72.0.3626.121,,2019-03-13 15:23:35,2019-03-13 15:23:42,6.655s,PASSED
"setText(findTestObject(""Object Repository/WebApp/Page_Log in to continue - Log in with Atlassian account/input_Email_username""), username)",Chrome 72.0.3626.121,,2019-03-13 15:23:42,2019-03-13 15:23:42,0.256s,PASSED
"click(findTestObject(""Object Repository/WebApp/Page_Log in to continue - Log in with Atlassian account/span_Continue""))",Chrome 72.0.3626.121,,2019-03-13 15:23:42,2019-03-13 15:23:42,0.137s,PASSED
"setText(findTestObject(""Object Repository/WebApp/Page_Log in to continue - Log in with Atlassian account/input_Email_username""), username)",Chrome 72.0.3626.121,,2019-03-13 15:23:42,2019-03-13 15:23:46,3.150s,PASSED
"click(findTestObject(""Object Repository/WebApp/Page_Sign in to your account/input_Sign in_idSIButton9""))",Chrome 72.0.3626.121,,2019-03-13 15:23:46,2019-03-13 15:23:46,0.125s,PASSED
"setEncryptedText(findTestObject(""Object Repository/WebApp/Page_Sign in to your account/input_Enter password_passwd""), encrypted_password)",Chrome 72.0.3626.121,,2019-03-13 15:23:46,2019-03-13 15:23:46,0.201s,PASSED
"click(findTestObject(""Object Repository/WebApp/Page_Sign in to your account/input_Forgot my password_idSIButton9""))",Chrome 72.0.3626.121,,2019-03-13 15:23:46,2019-03-13 15:23:47,1.102s,PASSED
"click(findTestObject(""Object Repository/WebApp/Page_Sign in to your account/input_concat(Don  t show this again)_idSIButton9""))",Chrome 72.0.3626.121,,2019-03-13 15:23:47,2019-03-13 15:23:50,3.104s,PASSED
"scrollToElement(findTestObject(""Object Repository/WebApp/Page_System dashboard - Jira/h1_System dashboard""), 0)",Chrome 72.0.3626.121,,2019-03-13 15:23:50,2019-03-13 15:23:58,7.466s,PASSED
"verifyElementText(findTestObject(""Object Repository/WebApp/Page_System dashboard - Jira/h1_System dashboard""), homepage_title)",Chrome 72.0.3626.121,,2019-03-13 15:23:58,2019-03-13 15:23:58,0.044s,PASSED
