Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
WebApp,Firefox 65.0,,2019-03-12 22:12:35,2019-03-12 22:15:30,2m - 55.028s,PASSED
,,,,,,
Test Cases/WebApp/Create a new issue - call test cases,Firefox 65.0,,2019-03-12 22:12:36,2019-03-12 22:13:14,37.914s,PASSED
"callTestCase(findTestCase(""WebApp/Login""), [:], STOP_ON_FAILURE)",Firefox 65.0,,2019-03-12 22:12:36,2019-03-12 22:12:58,21.776s,PASSED
"callTestCase(findTestCase(""WebApp/Create a new issue after login""), [""issue_sum"":""This is my issue"", ""issue_desc"":""It needs to be fixed asap""], STOP_ON_FAILURE)",Firefox 65.0,,2019-03-12 22:12:58,2019-03-12 22:13:14,15.913s,PASSED
,,,,,,
Test Cases/WebApp/Create a new issue - parameterize,Firefox 65.0,"Summary: This is the 1st issue
Description: Should be handled asap",2019-03-12 22:13:14,2019-03-12 22:13:48,34.627s,PASSED
"openBrowser("""")",Firefox 65.0,,2019-03-12 22:13:14,2019-03-12 22:13:16,2.265s,PASSED
"navigateToUrl(""https://id.atlassian.com/login?continue=https%3A%2F%2Fkatalon.atlassian.net%2Flogin%3FredirectCount%3D1"")",Firefox 65.0,,2019-03-12 22:13:16,2019-03-12 22:13:18,2.413s,PASSED
"setText(findTestObject(""Object Repository/WebApp/Page_Log in to continue - Log in with Atlassian account/input_Email_username""), username)",Firefox 65.0,,2019-03-12 22:13:18,2019-03-12 22:13:19,0.134s,PASSED
"click(findTestObject(""Object Repository/WebApp/Page_Log in to continue - Log in with Atlassian account/span_Continue""))",Firefox 65.0,,2019-03-12 22:13:19,2019-03-12 22:13:19,0.308s,PASSED
"setText(findTestObject(""Object Repository/WebApp/Page_Log in to continue - Log in with Atlassian account/input_Email_username""), username)",Firefox 65.0,,2019-03-12 22:13:19,2019-03-12 22:13:21,2.137s,PASSED
"click(findTestObject(""Object Repository/WebApp/Page_Sign in to your account/input_Sign in_idSIButton9""))",Firefox 65.0,,2019-03-12 22:13:21,2019-03-12 22:13:21,0.242s,PASSED
"setEncryptedText(findTestObject(""Object Repository/WebApp/Page_Sign in to your account/input_Enter password_passwd""), encrypted_password)",Firefox 65.0,,2019-03-12 22:13:21,2019-03-12 22:13:21,0.065s,PASSED
"click(findTestObject(""Object Repository/WebApp/Page_Sign in to your account/input_Forgot my password_idSIButton9""))",Firefox 65.0,,2019-03-12 22:13:21,2019-03-12 22:13:23,1.241s,PASSED
"click(findTestObject(""Object Repository/WebApp/Page_Sign in to your account/input_concat(Don  t show this again)_idSIButton9""))",Firefox 65.0,,2019-03-12 22:13:23,2019-03-12 22:13:26,3.101s,PASSED
"scrollToElement(findTestObject(""Object Repository/WebApp/Page_System dashboard - Jira/h1_System dashboard""), 0)",Firefox 65.0,,2019-03-12 22:13:26,2019-03-12 22:13:31,5.573s,PASSED
"verifyElementText(findTestObject(""Object Repository/WebApp/Page_System dashboard - Jira/h1_System dashboard""), homepage_title)",Firefox 65.0,,2019-03-12 22:13:31,2019-03-12 22:13:31,0.044s,PASSED
"click(findTestObject(""Object Repository/WebApp/Page_System dashboard - Jira/button_Dashboards_createGlobalItem""))",Firefox 65.0,,2019-03-12 22:13:31,2019-03-12 22:13:35,3.597s,PASSED
"setText(findTestObject(""Object Repository/WebApp/Page_Create issue - Jira/input_Required_summary""), issue_sum)",Firefox 65.0,,2019-03-12 22:13:35,2019-03-12 22:13:37,1.892s,PASSED
"setText(findTestObject(""Object Repository/WebApp/Page_Create issue - Jira/textarea_Lock  Unlock_description""), issue_desc)",Firefox 65.0,,2019-03-12 22:13:37,2019-03-12 22:13:37,0.124s,PASSED
"click(findTestObject(""Object Repository/WebApp/Page_Create issue - Jira/input_Create another_Edit""))",Firefox 65.0,,2019-03-12 22:13:37,2019-03-12 22:13:37,0.303s,PASSED
"click(findTestObject(""Object Repository/WebApp/Page_System dashboard - Jira/a_PAR-5 - This is my issue""))",Firefox 65.0,,2019-03-12 22:13:37,2019-03-12 22:13:47,10.268s,PASSED
"verifyElementText(findTestObject(""Object Repository/WebApp/Page_PAR-5 This is my issue - Jira/h1_This is my issue""), issue_sum)",Firefox 65.0,,2019-03-12 22:13:47,2019-03-12 22:13:47,0.046s,PASSED
"verifyElementText(findTestObject(""Object Repository/WebApp/Page_PAR-5 This is my issue - Jira/p_It needs to be fixed asap""), issue_desc)",Firefox 65.0,,2019-03-12 22:13:47,2019-03-12 22:13:48,0.024s,PASSED
closeBrowser(),Firefox 65.0,,2019-03-12 22:13:48,2019-03-12 22:13:48,0.634s,PASSED
,,,,,,
Test Cases/WebApp/Create a new issue - recording,Firefox 65.0,"Summary: This is the 1st issue
Description: Should be handled asap",2019-03-12 22:13:48,2019-03-12 22:14:23,35.042s,PASSED
"openBrowser("""")",Firefox 65.0,,2019-03-12 22:13:48,2019-03-12 22:13:50,2.154s,PASSED
"navigateToUrl(""https://id.atlassian.com/login?continue=https%3A%2F%2Fkatalon.atlassian.net%2Flogin%3FredirectCount%3D1"")",Firefox 65.0,,2019-03-12 22:13:50,2019-03-12 22:13:53,2.683s,PASSED
"setText(findTestObject(""Object Repository/WebApp/Page_Log in to continue - Log in with Atlassian account/input_Email_username""), ""demo@katalon.com"")",Firefox 65.0,,2019-03-12 22:13:53,2019-03-12 22:13:53,0.132s,PASSED
"click(findTestObject(""Object Repository/WebApp/Page_Log in to continue - Log in with Atlassian account/span_Continue""))",Firefox 65.0,,2019-03-12 22:13:53,2019-03-12 22:13:57,3.251s,PASSED
"setText(findTestObject(""Object Repository/WebApp/Page_Log in to continue - Log in with Atlassian account/input_Email_username""), ""demo@katalon.com"")",Firefox 65.0,,2019-03-12 22:13:57,2019-03-12 22:13:57,0.095s,PASSED
"click(findTestObject(""Object Repository/WebApp/Page_Sign in to your account/input_Sign in_idSIButton9""))",Firefox 65.0,,2019-03-12 22:13:57,2019-03-12 22:13:57,0.257s,PASSED
"setEncryptedText(findTestObject(""Object Repository/WebApp/Page_Sign in to your account/input_Enter password_passwd""), ""KLAk0b2rAgvA1EV7zgpKiS/uV+5nc48Y"")",Firefox 65.0,,2019-03-12 22:13:57,2019-03-12 22:13:57,0.071s,PASSED
"click(findTestObject(""Object Repository/WebApp/Page_Sign in to your account/input_Forgot my password_idSIButton9""))",Firefox 65.0,,2019-03-12 22:13:57,2019-03-12 22:13:58,1.440s,PASSED
"click(findTestObject(""Object Repository/WebApp/Page_Sign in to your account/input_concat(Don  t show this again)_idSIButton9""))",Firefox 65.0,,2019-03-12 22:13:58,2019-03-12 22:14:01,3.004s,PASSED
"scrollToElement(findTestObject(""Object Repository/WebApp/Page_System dashboard - Jira/h1_System dashboard""), 0)",Firefox 65.0,,2019-03-12 22:14:01,2019-03-12 22:14:08,6.220s,PASSED
"verifyElementText(findTestObject(""Object Repository/WebApp/Page_System dashboard - Jira/h1_System dashboard""), ""System dashboard"")",Firefox 65.0,,2019-03-12 22:14:08,2019-03-12 22:14:08,0.196s,PASSED
