Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
WebApp - datadriven,Chrome 72.0.3626.121,,2019-03-12 20:58:09,2019-03-12 21:03:30,5m - 21.181s,FAILED
,,,,,,
Test Cases/WebApp/Create a new issue - parameterize,Chrome 72.0.3626.121,"Summary: This is the 1st issue
Description: Should be handled asap",2019-03-12 20:58:09,2019-03-12 20:59:31,1m - 21.776s,PASSED
"openBrowser("""")",Chrome 72.0.3626.121,,2019-03-12 20:58:10,2019-03-12 20:58:12,2.426s,PASSED
"navigateToUrl(""https://id.atlassian.com/login?continue=https%3A%2F%2Fkatalon.atlassian.net%2Flogin%3FredirectCount%3D1"")",Chrome 72.0.3626.121,,2019-03-12 20:58:12,2019-03-12 20:58:17,4.567s,PASSED
"setText(findTestObject(""Object Repository/WebApp/Page_Log in to continue - Log in with Atlassian account/input_Email_username""), username)",Chrome 72.0.3626.121,,2019-03-12 20:58:17,2019-03-12 20:58:17,0.570s,PASSED
"click(findTestObject(""Object Repository/WebApp/Page_Log in to continue - Log in with Atlassian account/span_Continue""))",Chrome 72.0.3626.121,,2019-03-12 20:58:17,2019-03-12 20:58:22,5.270s,PASSED
"setText(findTestObject(""Object Repository/WebApp/Page_Log in to continue - Log in with Atlassian account/input_Email_username""), username)",Chrome 72.0.3626.121,,2019-03-12 20:58:22,2019-03-12 20:58:25,2.820s,PASSED
"click(findTestObject(""Object Repository/WebApp/Page_Sign in to your account/input_Sign in_idSIButton9""))",Chrome 72.0.3626.121,,2019-03-12 20:58:25,2019-03-12 20:58:31,5.225s,PASSED
"setEncryptedText(findTestObject(""Object Repository/WebApp/Page_Sign in to your account/input_Enter password_passwd""), encrypted_password)",Chrome 72.0.3626.121,,2019-03-12 20:58:31,2019-03-12 20:58:31,0.274s,PASSED
"click(findTestObject(""Object Repository/WebApp/Page_Sign in to your account/input_Forgot my password_idSIButton9""))",Chrome 72.0.3626.121,,2019-03-12 20:58:31,2019-03-12 20:58:38,6.974s,PASSED
"click(findTestObject(""Object Repository/WebApp/Page_Sign in to your account/input_concat(Don  t show this again)_idSIButton9""))",Chrome 72.0.3626.121,,2019-03-12 20:58:38,2019-03-12 20:58:47,9.207s,PASSED
"scrollToElement(findTestObject(""Object Repository/WebApp/Page_System dashboard - Jira/h1_System dashboard""), 0)",Chrome 72.0.3626.121,,2019-03-12 20:58:47,2019-03-12 20:58:59,12.154s,PASSED
"verifyElementText(findTestObject(""Object Repository/WebApp/Page_System dashboard - Jira/h1_System dashboard""), homepage_title)",Chrome 72.0.3626.121,,2019-03-12 20:58:59,2019-03-12 20:58:59,0.048s,PASSED
"click(findTestObject(""Object Repository/WebApp/Page_System dashboard - Jira/button_Dashboards_createGlobalItem""))",Chrome 72.0.3626.121,,2019-03-12 20:58:59,2019-03-12 20:59:04,5.297s,PASSED
"setText(findTestObject(""Object Repository/WebApp/Page_Create issue - Jira/input_Required_summary""), issue_sum)",Chrome 72.0.3626.121,,2019-03-12 20:59:04,2019-03-12 20:59:07,2.922s,PASSED
"setText(findTestObject(""Object Repository/WebApp/Page_Create issue - Jira/textarea_Lock  Unlock_description""), issue_desc)",Chrome 72.0.3626.121,,2019-03-12 20:59:07,2019-03-12 20:59:08,0.344s,PASSED
"click(findTestObject(""Object Repository/WebApp/Page_Create issue - Jira/input_Create another_Edit""))",Chrome 72.0.3626.121,,2019-03-12 20:59:08,2019-03-12 20:59:13,5.172s,PASSED
"click(findTestObject(""Object Repository/WebApp/Page_System dashboard - Jira/a_PAR-5 - This is my issue""))",Chrome 72.0.3626.121,,2019-03-12 20:59:13,2019-03-12 20:59:31,17.623s,PASSED
"verifyElementText(findTestObject(""Object Repository/WebApp/Page_PAR-5 This is my issue - Jira/h1_This is my issue""), issue_sum)",Chrome 72.0.3626.121,,2019-03-12 20:59:31,2019-03-12 20:59:31,0.051s,PASSED
"verifyElementText(findTestObject(""Object Repository/WebApp/Page_PAR-5 This is my issue - Jira/p_It needs to be fixed asap""), issue_desc)",Chrome 72.0.3626.121,,2019-03-12 20:59:31,2019-03-12 20:59:31,0.098s,PASSED
closeBrowser(),Chrome 72.0.3626.121,,2019-03-12 20:59:31,2019-03-12 20:59:31,0.200s,PASSED
,,,,,,
Test Cases/WebApp/Create a new issue - parameterize - datadriven,Chrome 72.0.3626.121,"Summary: This is the 1st issue
Description: Should be handled asap",2019-03-12 20:59:31,2019-03-12 21:00:15,44.071s,PASSED
"openBrowser("""")",Chrome 72.0.3626.121,,2019-03-12 20:59:31,2019-03-12 20:59:33,1.799s,PASSED
"navigateToUrl(""https://id.atlassian.com/login?continue=https%3A%2F%2Fkatalon.atlassian.net%2Flogin%3FredirectCount%3D1"")",Chrome 72.0.3626.121,,2019-03-12 20:59:33,2019-03-12 20:59:38,4.805s,PASSED
"setText(findTestObject(""Object Repository/WebApp/Page_Log in to continue - Log in with Atlassian account/input_Email_username""), username)",Chrome 72.0.3626.121,,2019-03-12 20:59:38,2019-03-12 20:59:38,0.376s,PASSED
"click(findTestObject(""Object Repository/WebApp/Page_Log in to continue - Log in with Atlassian account/span_Continue""))",Chrome 72.0.3626.121,,2019-03-12 20:59:38,2019-03-12 20:59:38,0.192s,PASSED
"setText(findTestObject(""Object Repository/WebApp/Page_Log in to continue - Log in with Atlassian account/input_Email_username""), username)",Chrome 72.0.3626.121,,2019-03-12 20:59:38,2019-03-12 20:59:41,2.824s,PASSED
"click(findTestObject(""Object Repository/WebApp/Page_Sign in to your account/input_Sign in_idSIButton9""))",Chrome 72.0.3626.121,,2019-03-12 20:59:41,2019-03-12 20:59:41,0.092s,PASSED
"setEncryptedText(findTestObject(""Object Repository/WebApp/Page_Sign in to your account/input_Enter password_passwd""), encrypted_password)",Chrome 72.0.3626.121,,2019-03-12 20:59:41,2019-03-12 20:59:41,0.152s,PASSED
"click(findTestObject(""Object Repository/WebApp/Page_Sign in to your account/input_Forgot my password_idSIButton9""))",Chrome 72.0.3626.121,,2019-03-12 20:59:41,2019-03-12 20:59:43,1.359s,PASSED
"click(findTestObject(""Object Repository/WebApp/Page_Sign in to your account/input_concat(Don  t show this again)_idSIButton9""))",Chrome 72.0.3626.121,,2019-03-12 20:59:43,2019-03-12 20:59:48,5.164s,PASSED
"scrollToElement(findTestObject(""Object Repository/WebApp/Page_System dashboard - Jira/h1_System dashboard""), 0)",Chrome 72.0.3626.121,,2019-03-12 20:59:48,2019-03-12 20:59:58,9.694s,PASSED
"verifyElementText(findTestObject(""Object Repository/WebApp/Page_System dashboard - Jira/h1_System dashboard""), homepage_title)",Chrome 72.0.3626.121,,2019-03-12 20:59:58,2019-03-12 20:59:58,0.065s,PASSED
"click(findTestObject(""Object Repository/WebApp/Page_System dashboard - Jira/button_Dashboards_createGlobalItem""))",Chrome 72.0.3626.121,,2019-03-12 20:59:58,2019-03-12 20:59:58,0.453s,PASSED
"setText(findTestObject(""Object Repository/WebApp/Page_Create issue - Jira/input_Required_summary""), issue_sum)",Chrome 72.0.3626.121,,2019-03-12 20:59:58,2019-03-12 21:00:02,3.751s,PASSED
"setText(findTestObject(""Object Repository/WebApp/Page_Create issue - Jira/textarea_Lock  Unlock_description""), issue_desc)",Chrome 72.0.3626.121,,2019-03-12 21:00:02,2019-03-12 21:00:03,0.848s,PASSED
"click(findTestObject(""Object Repository/WebApp/Page_Create issue - Jira/input_Create another_Edit""))",Chrome 72.0.3626.121,,2019-03-12 21:00:03,2019-03-12 21:00:03,0.269s,PASSED
"click(findTestObject(""Object Repository/WebApp/Page_System dashboard - Jira/a_PAR-5 - This is my issue""))",Chrome 72.0.3626.121,,2019-03-12 21:00:03,2019-03-12 21:00:14,11.461s,PASSED
"verifyElementText(findTestObject(""Object Repository/WebApp/Page_PAR-5 This is my issue - Jira/h1_This is my issue""), issue_sum)",Chrome 72.0.3626.121,,2019-03-12 21:00:14,2019-03-12 21:00:15,0.141s,PASSED
"verifyElementText(findTestObject(""Object Repository/WebApp/Page_PAR-5 This is my issue - Jira/p_It needs to be fixed asap""), issue_desc)",Chrome 72.0.3626.121,,2019-03-12 21:00:15,2019-03-12 21:00:15,0.098s,PASSED
closeBrowser(),Chrome 72.0.3626.121,,2019-03-12 21:00:15,2019-03-12 21:00:15,0.275s,PASSED
,,,,,,
Test Cases/WebApp/Create a new issue - parameterize - datadriven,Chrome 72.0.3626.121,"Summary: This is the 1st issue
Description: Should be handled asap",2019-03-12 21:00:15,2019-03-12 21:01:25,1m - 10.447s,FAILED
"openBrowser("""")",Chrome 72.0.3626.121,,2019-03-12 21:00:15,2019-03-12 21:00:17,1.508s,PASSED
"navigateToUrl(""https://id.atlassian.com/login?continue=https%3A%2F%2Fkatalon.atlassian.net%2Flogin%3FredirectCount%3D1"")",Chrome 72.0.3626.121,,2019-03-12 21:00:17,2019-03-12 21:00:20,3.650s,PASSED
"setText(findTestObject(""Object Repository/WebApp/Page_Log in to continue - Log in with Atlassian account/input_Email_username""), username)",Chrome 72.0.3626.121,,2019-03-12 21:00:20,2019-03-12 21:00:20,0.267s,PASSED
"click(findTestObject(""Object Repository/WebApp/Page_Log in to continue - Log in with Atlassian account/span_Continue""))",Chrome 72.0.3626.121,,2019-03-12 21:00:20,2019-03-12 21:00:21,0.314s,PASSED
"setText(findTestObject(""Object Repository/WebApp/Page_Log in to continue - Log in with Atlassian account/input_Email_username""), username)",Chrome 72.0.3626.121,,2019-03-12 21:00:21,2019-03-12 21:00:23,2.575s,PASSED
"click(findTestObject(""Object Repository/WebApp/Page_Sign in to your account/input_Sign in_idSIButton9""))",Chrome 72.0.3626.121,,2019-03-12 21:00:23,2019-03-12 21:00:23,0.114s,PASSED
