Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
WebApp - datadriven,Chrome 72.0.3626.121,,2019-03-12 22:48:12,2019-03-12 22:54:30,6m - 17.502s,FAILED
,,,,,,
Test Cases/WebApp/Create a new issue - parameterize,Chrome 72.0.3626.121,"Summary: This is the 1st issue
Description: Should be handled asap",2019-03-12 22:48:12,2019-03-12 22:48:46,33.982s,PASSED
"openBrowser("""")",Chrome 72.0.3626.121,,2019-03-12 22:48:13,2019-03-12 22:48:15,2.010s,PASSED
"navigateToUrl(""https://id.atlassian.com/login?continue=https%3A%2F%2Fkatalon.atlassian.net%2Flogin%3FredirectCount%3D1"")",Chrome 72.0.3626.121,,2019-03-12 22:48:15,2019-03-12 22:48:19,3.990s,PASSED
"setText(findTestObject(""Object Repository/WebApp/Page_Log in to continue - Log in with Atlassian account/input_Email_username""), username)",Chrome 72.0.3626.121,,2019-03-12 22:48:19,2019-03-12 22:48:19,0.412s,PASSED
"click(findTestObject(""Object Repository/WebApp/Page_Log in to continue - Log in with Atlassian account/span_Continue""))",Chrome 72.0.3626.121,,2019-03-12 22:48:19,2019-03-12 22:48:19,0.148s,PASSED
"setText(findTestObject(""Object Repository/WebApp/Page_Log in to continue - Log in with Atlassian account/input_Email_username""), username)",Chrome 72.0.3626.121,,2019-03-12 22:48:19,2019-03-12 22:48:22,2.502s,PASSED
"click(findTestObject(""Object Repository/WebApp/Page_Sign in to your account/input_Sign in_idSIButton9""))",Chrome 72.0.3626.121,,2019-03-12 22:48:22,2019-03-12 22:48:22,0.087s,PASSED
"setEncryptedText(findTestObject(""Object Repository/WebApp/Page_Sign in to your account/input_Enter password_passwd""), encrypted_password)",Chrome 72.0.3626.121,,2019-03-12 22:48:22,2019-03-12 22:48:22,0.272s,PASSED
"click(findTestObject(""Object Repository/WebApp/Page_Sign in to your account/input_Forgot my password_idSIButton9""))",Chrome 72.0.3626.121,,2019-03-12 22:48:22,2019-03-12 22:48:24,1.798s,PASSED
"click(findTestObject(""Object Repository/WebApp/Page_Sign in to your account/input_concat(Don  t show this again)_idSIButton9""))",Chrome 72.0.3626.121,,2019-03-12 22:48:24,2019-03-12 22:48:28,3.664s,PASSED
"scrollToElement(findTestObject(""Object Repository/WebApp/Page_System dashboard - Jira/h1_System dashboard""), 0)",Chrome 72.0.3626.121,,2019-03-12 22:48:28,2019-03-12 22:48:36,8.228s,PASSED
"verifyElementText(findTestObject(""Object Repository/WebApp/Page_System dashboard - Jira/h1_System dashboard""), homepage_title)",Chrome 72.0.3626.121,,2019-03-12 22:48:36,2019-03-12 22:48:36,0.038s,PASSED
"click(findTestObject(""Object Repository/WebApp/Page_System dashboard - Jira/button_Dashboards_createGlobalItem""))",Chrome 72.0.3626.121,,2019-03-12 22:48:36,2019-03-12 22:48:36,0.144s,PASSED
"setText(findTestObject(""Object Repository/WebApp/Page_Create issue - Jira/input_Required_summary""), issue_sum)",Chrome 72.0.3626.121,,2019-03-12 22:48:36,2019-03-12 22:48:38,2.090s,PASSED
"setText(findTestObject(""Object Repository/WebApp/Page_Create issue - Jira/textarea_Lock  Unlock_description""), issue_desc)",Chrome 72.0.3626.121,,2019-03-12 22:48:38,2019-03-12 22:48:39,1.199s,PASSED
"click(findTestObject(""Object Repository/WebApp/Page_Create issue - Jira/input_Create another_Edit""))",Chrome 72.0.3626.121,,2019-03-12 22:48:39,2019-03-12 22:48:40,0.133s,PASSED
"click(findTestObject(""Object Repository/WebApp/Page_System dashboard - Jira/a_PAR-5 - This is my issue""))",Chrome 72.0.3626.121,,2019-03-12 22:48:40,2019-03-12 22:48:46,6.468s,PASSED
"verifyElementText(findTestObject(""Object Repository/WebApp/Page_PAR-5 This is my issue - Jira/h1_This is my issue""), issue_sum)",Chrome 72.0.3626.121,,2019-03-12 22:48:46,2019-03-12 22:48:46,0.116s,PASSED
"verifyElementText(findTestObject(""Object Repository/WebApp/Page_PAR-5 This is my issue - Jira/p_It needs to be fixed asap""), issue_desc)",Chrome 72.0.3626.121,,2019-03-12 22:48:46,2019-03-12 22:48:46,0.110s,PASSED
closeBrowser(),Chrome 72.0.3626.121,,2019-03-12 22:48:46,2019-03-12 22:48:46,0.167s,PASSED
,,,,,,
Test Cases/WebApp/Create a new issue - parameterize - datadriven,Chrome 72.0.3626.121,"Summary: This is the 1st issue
Description: Should be handled asap",2019-03-12 22:48:46,2019-03-12 22:49:50,1m - 3.629s,FAILED
"openBrowser("""")",Chrome 72.0.3626.121,,2019-03-12 22:48:47,2019-03-12 22:48:48,1.194s,PASSED
"navigateToUrl(""https://id.atlassian.com/login?continue=https%3A%2F%2Fkatalon.atlassian.net%2Flogin%3FredirectCount%3D1"")",Chrome 72.0.3626.121,,2019-03-12 22:48:48,2019-03-12 22:48:51,3.675s,PASSED
"setText(findTestObject(""Object Repository/WebApp/Page_Log in to continue - Log in with Atlassian account/input_Email_username""), username)",Chrome 72.0.3626.121,,2019-03-12 22:48:51,2019-03-12 22:48:52,0.212s,PASSED
"click(findTestObject(""Object Repository/WebApp/Page_Log in to continue - Log in with Atlassian account/span_Continue""))",Chrome 72.0.3626.121,,2019-03-12 22:48:52,2019-03-12 22:48:52,0.134s,PASSED
"setText(findTestObject(""Object Repository/WebApp/Page_Log in to continue - Log in with Atlassian account/input_Email_username""), username)",Chrome 72.0.3626.121,,2019-03-12 22:48:52,2019-03-12 22:48:55,2.803s,PASSED
"click(findTestObject(""Object Repository/WebApp/Page_Sign in to your account/input_Sign in_idSIButton9""))",Chrome 72.0.3626.121,,2019-03-12 22:48:55,2019-03-12 22:48:55,0.060s,PASSED
"setEncryptedText(findTestObject(""Object Repository/WebApp/Page_Sign in to your account/input_Enter password_passwd""), encrypted_password)",Chrome 72.0.3626.121,,2019-03-12 22:48:55,2019-03-12 22:48:55,0.136s,PASSED
