Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
WebApp,Firefox 65.0,,2019-03-12 20:58:15,2019-03-12 21:01:30,3m - 15.263s,PASSED
,,,,,,
Test Cases/WebApp/Create a new issue - call test cases,Firefox 65.0,,2019-03-12 20:58:15,2019-03-12 20:58:59,43.208s,PASSED
"callTestCase(findTestCase(""WebApp/Login""), [:], STOP_ON_FAILURE)",Firefox 65.0,,2019-03-12 20:58:16,2019-03-12 20:58:43,26.867s,PASSED
"callTestCase(findTestCase(""WebApp/Create a new issue after login""), [""issue_sum"":""This is my issue"", ""issue_desc"":""It needs to be fixed asap""], STOP_ON_FAILURE)",Firefox 65.0,,2019-03-12 20:58:43,2019-03-12 20:58:59,16.048s,PASSED
,,,,,,
Test Cases/WebApp/Create a new issue - parameterize,Firefox 65.0,"Summary: This is the 1st issue
Description: Should be handled asap",2019-03-12 20:58:59,2019-03-12 20:59:40,41.372s,PASSED
"openBrowser("""")",Firefox 65.0,,2019-03-12 20:58:59,2019-03-12 20:59:01,2.498s,PASSED
"navigateToUrl(""https://id.atlassian.com/login?continue=https%3A%2F%2Fkatalon.atlassian.net%2Flogin%3FredirectCount%3D1"")",Firefox 65.0,,2019-03-12 20:59:01,2019-03-12 20:59:04,2.543s,PASSED
"setText(findTestObject(""Object Repository/WebApp/Page_Log in to continue - Log in with Atlassian account/input_Email_username""), username)",Firefox 65.0,,2019-03-12 20:59:04,2019-03-12 20:59:04,0.159s,PASSED
"click(findTestObject(""Object Repository/WebApp/Page_Log in to continue - Log in with Atlassian account/span_Continue""))",Firefox 65.0,,2019-03-12 20:59:04,2019-03-12 20:59:04,0.328s,PASSED
"setText(findTestObject(""Object Repository/WebApp/Page_Log in to continue - Log in with Atlassian account/input_Email_username""), username)",Firefox 65.0,,2019-03-12 20:59:04,2019-03-12 20:59:07,2.682s,PASSED
"click(findTestObject(""Object Repository/WebApp/Page_Sign in to your account/input_Sign in_idSIButton9""))",Firefox 65.0,,2019-03-12 20:59:07,2019-03-12 20:59:07,0.246s,PASSED
"setEncryptedText(findTestObject(""Object Repository/WebApp/Page_Sign in to your account/input_Enter password_passwd""), encrypted_password)",Firefox 65.0,,2019-03-12 20:59:07,2019-03-12 20:59:07,0.059s,PASSED
"click(findTestObject(""Object Repository/WebApp/Page_Sign in to your account/input_Forgot my password_idSIButton9""))",Firefox 65.0,,2019-03-12 20:59:07,2019-03-12 20:59:09,1.463s,PASSED
"click(findTestObject(""Object Repository/WebApp/Page_Sign in to your account/input_concat(Don  t show this again)_idSIButton9""))",Firefox 65.0,,2019-03-12 20:59:09,2019-03-12 20:59:12,3.018s,PASSED
"scrollToElement(findTestObject(""Object Repository/WebApp/Page_System dashboard - Jira/h1_System dashboard""), 0)",Firefox 65.0,,2019-03-12 20:59:12,2019-03-12 20:59:19,6.727s,PASSED
"verifyElementText(findTestObject(""Object Repository/WebApp/Page_System dashboard - Jira/h1_System dashboard""), homepage_title)",Firefox 65.0,,2019-03-12 20:59:19,2019-03-12 20:59:19,0.082s,PASSED
"click(findTestObject(""Object Repository/WebApp/Page_System dashboard - Jira/button_Dashboards_createGlobalItem""))",Firefox 65.0,,2019-03-12 20:59:19,2019-03-12 20:59:24,5.017s,PASSED
"setText(findTestObject(""Object Repository/WebApp/Page_Create issue - Jira/input_Required_summary""), issue_sum)",Firefox 65.0,,2019-03-12 20:59:24,2019-03-12 20:59:26,2.061s,PASSED
"setText(findTestObject(""Object Repository/WebApp/Page_Create issue - Jira/textarea_Lock  Unlock_description""), issue_desc)",Firefox 65.0,,2019-03-12 20:59:26,2019-03-12 20:59:26,0.298s,PASSED
"click(findTestObject(""Object Repository/WebApp/Page_Create issue - Jira/input_Create another_Edit""))",Firefox 65.0,,2019-03-12 20:59:26,2019-03-12 20:59:26,0.329s,PASSED
