Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
WebApp,Firefox 65.0,,2019-03-13 15:24:06,2019-03-13 15:27:50,3m - 44.519s,FAILED
,,,,,,
Test Cases/WebApp/Create a new issue - call test cases,Firefox 65.0,,2019-03-13 15:24:06,2019-03-13 15:24:52,45.908s,PASSED
"callTestCase(findTestCase(""WebApp/Login""), [:], STOP_ON_FAILURE)",Firefox 65.0,,2019-03-13 15:24:06,2019-03-13 15:24:35,28.538s,PASSED
"callTestCase(findTestCase(""WebApp/Create a new issue after login""), [""issue_sum"":""This is my issue"", ""issue_desc"":""It needs to be fixed asap""], STOP_ON_FAILURE)",Firefox 65.0,,2019-03-13 15:24:35,2019-03-13 15:24:52,17.038s,PASSED
,,,,,,
Test Cases/WebApp/Create a new issue - parameterize,Firefox 65.0,"Summary: This is the 1st issue
Description: Should be handled asap",2019-03-13 15:24:52,2019-03-13 15:25:35,43.748s,PASSED
"openBrowser("""")",Firefox 65.0,,2019-03-13 15:24:52,2019-03-13 15:24:54,2.363s,PASSED
maximizeWindow(),Firefox 65.0,,2019-03-13 15:24:54,2019-03-13 15:24:55,0.627s,PASSED
"navigateToUrl(""https://id.atlassian.com/login?continue=https%3A%2F%2Fkatalon.atlassian.net%2Flogin%3FredirectCount%3D1"")",Firefox 65.0,,2019-03-13 15:24:55,2019-03-13 15:24:59,4.558s,PASSED
"setText(findTestObject(""Object Repository/WebApp/Page_Log in to continue - Log in with Atlassian account/input_Email_username""), username)",Firefox 65.0,,2019-03-13 15:24:59,2019-03-13 15:25:00,0.186s,PASSED
"click(findTestObject(""Object Repository/WebApp/Page_Log in to continue - Log in with Atlassian account/span_Continue""))",Firefox 65.0,,2019-03-13 15:25:00,2019-03-13 15:25:03,3.794s,PASSED
"setText(findTestObject(""Object Repository/WebApp/Page_Log in to continue - Log in with Atlassian account/input_Email_username""), username)",Firefox 65.0,,2019-03-13 15:25:03,2019-03-13 15:25:04,0.176s,PASSED
"click(findTestObject(""Object Repository/WebApp/Page_Sign in to your account/input_Sign in_idSIButton9""))",Firefox 65.0,,2019-03-13 15:25:04,2019-03-13 15:25:04,0.304s,PASSED
"setEncryptedText(findTestObject(""Object Repository/WebApp/Page_Sign in to your account/input_Enter password_passwd""), encrypted_password)",Firefox 65.0,,2019-03-13 15:25:04,2019-03-13 15:25:04,0.154s,PASSED
"click(findTestObject(""Object Repository/WebApp/Page_Sign in to your account/input_Forgot my password_idSIButton9""))",Firefox 65.0,,2019-03-13 15:25:04,2019-03-13 15:25:06,1.728s,PASSED
"click(findTestObject(""Object Repository/WebApp/Page_Sign in to your account/input_concat(Don  t show this again)_idSIButton9""))",Firefox 65.0,,2019-03-13 15:25:06,2019-03-13 15:25:09,3.631s,PASSED
"scrollToElement(findTestObject(""Object Repository/WebApp/Page_System dashboard - Jira/h1_System dashboard""), 0)",Firefox 65.0,,2019-03-13 15:25:09,2019-03-13 15:25:15,5.785s,PASSED
"verifyElementText(findTestObject(""Object Repository/WebApp/Page_System dashboard - Jira/h1_System dashboard""), homepage_title)",Firefox 65.0,,2019-03-13 15:25:15,2019-03-13 15:25:16,1.203s,PASSED
delay(3),Firefox 65.0,,2019-03-13 15:25:16,2019-03-13 15:25:19,3.014s,PASSED
"waitForElementClickable(findTestObject(""Object Repository/WebApp/Page_System dashboard - Jira/button_Dashboards_createGlobalItem""), 0)",Firefox 65.0,,2019-03-13 15:25:19,2019-03-13 15:25:20,0.748s,PASSED
"click(findTestObject(""Object Repository/WebApp/Page_System dashboard - Jira/button_Dashboards_createGlobalItem""))",Firefox 65.0,,2019-03-13 15:25:20,2019-03-13 15:25:21,0.582s,PASSED
"setText(findTestObject(""Object Repository/WebApp/Page_Create issue - Jira/input_Required_summary""), issue_sum)",Firefox 65.0,,2019-03-13 15:25:21,2019-03-13 15:25:23,2.361s,PASSED
