Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
WebApp,Firefox 65.0,,2019-03-13 15:30:54,2019-03-13 15:34:49,3m - 55.021s,FAILED
,,,,,,
Test Cases/WebApp/Create a new issue - call test cases,Firefox 65.0,,2019-03-13 15:30:54,2019-03-13 15:31:26,31.772s,FAILED
"callTestCase(findTestCase(""WebApp/Login""), [:], STOP_ON_FAILURE)",Firefox 65.0,,2019-03-13 15:30:55,2019-03-13 15:31:24,29.767s,PASSED
"callTestCase(findTestCase(""WebApp/Create a new issue after login""), [""issue_sum"":""This is my issue"", ""issue_desc"":""It needs to be fixed asap""], STOP_ON_FAILURE)",Firefox 65.0,,2019-03-13 15:31:24,2019-03-13 15:31:26,1.648s,FAILED
,,,,,,
Test Cases/WebApp/Create a new issue - parameterize,Firefox 65.0,"Summary: This is the 1st issue
Description: Should be handled asap",2019-03-13 15:31:26,2019-03-13 15:32:11,44.594s,PASSED
"openBrowser("""")",Firefox 65.0,,2019-03-13 15:31:27,2019-03-13 15:31:30,3.470s,PASSED
maximizeWindow(),Firefox 65.0,,2019-03-13 15:31:30,2019-03-13 15:31:31,0.703s,PASSED
"navigateToUrl(""https://id.atlassian.com/login?continue=https%3A%2F%2Fkatalon.atlassian.net%2Flogin%3FredirectCount%3D1"")",Firefox 65.0,,2019-03-13 15:31:31,2019-03-13 15:31:35,3.813s,PASSED
"setText(findTestObject(""Object Repository/WebApp/Page_Log in to continue - Log in with Atlassian account/input_Email_username""), username)",Firefox 65.0,,2019-03-13 15:31:35,2019-03-13 15:31:35,0.140s,PASSED
"click(findTestObject(""Object Repository/WebApp/Page_Log in to continue - Log in with Atlassian account/span_Continue""))",Firefox 65.0,,2019-03-13 15:31:35,2019-03-13 15:31:35,0.369s,PASSED
"setText(findTestObject(""Object Repository/WebApp/Page_Log in to continue - Log in with Atlassian account/input_Email_username""), username)",Firefox 65.0,,2019-03-13 15:31:35,2019-03-13 15:31:40,4.635s,PASSED
"click(findTestObject(""Object Repository/WebApp/Page_Sign in to your account/input_Sign in_idSIButton9""))",Firefox 65.0,,2019-03-13 15:31:40,2019-03-13 15:31:40,0.282s,PASSED
"setEncryptedText(findTestObject(""Object Repository/WebApp/Page_Sign in to your account/input_Enter password_passwd""), encrypted_password)",Firefox 65.0,,2019-03-13 15:31:40,2019-03-13 15:31:40,0.058s,PASSED
"click(findTestObject(""Object Repository/WebApp/Page_Sign in to your account/input_Forgot my password_idSIButton9""))",Firefox 65.0,,2019-03-13 15:31:40,2019-03-13 15:31:42,1.755s,PASSED
"click(findTestObject(""Object Repository/WebApp/Page_Sign in to your account/input_concat(Don  t show this again)_idSIButton9""))",Firefox 65.0,,2019-03-13 15:31:42,2019-03-13 15:31:45,3.527s,PASSED
"scrollToElement(findTestObject(""Object Repository/WebApp/Page_System dashboard - Jira/h1_System dashboard""), 0)",Firefox 65.0,,2019-03-13 15:31:45,2019-03-13 15:31:51,6.084s,PASSED
"verifyElementText(findTestObject(""Object Repository/WebApp/Page_System dashboard - Jira/h1_System dashboard""), homepage_title)",Firefox 65.0,,2019-03-13 15:31:51,2019-03-13 15:31:52,0.348s,PASSED
delay(3),Firefox 65.0,,2019-03-13 15:31:52,2019-03-13 15:31:55,3.016s,PASSED
"waitForElementClickable(findTestObject(""Object Repository/WebApp/Page_System dashboard - Jira/button_Dashboards_createGlobalItem""), 0)",Firefox 65.0,,2019-03-13 15:31:55,2019-03-13 15:31:55,0.363s,PASSED
"click(findTestObject(""Object Repository/WebApp/Page_System dashboard - Jira/button_Dashboards_createGlobalItem""))",Firefox 65.0,,2019-03-13 15:31:55,2019-03-13 15:31:56,0.815s,PASSED
"setText(findTestObject(""Object Repository/WebApp/Page_Create issue - Jira/input_Required_summary""), issue_sum)",Firefox 65.0,,2019-03-13 15:31:56,2019-03-13 15:31:58,1.882s,PASSED
